timestamp, index, name, uuid, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], temperature.gpu
2026/08/24 20:06:23.833, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, GPU-0b890752-748c-51e4-64b5-6ac24e7c2682, 0, 0, 0, 97887, 32.64, 27
2026/08/24 20:06:33.840, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, GPU-0b890752-748c-51e4-64b5-6ac24e7c2682, 0, 0, 0, 97887, 32.65, 27
2026/08/24 20:06:43.841, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, GPU-0b890752-748c-51e4-64b5-6ac24e7c2682, 0, 0, 0, 97887, 32.74, 27
2026/08/24 20:06:53.842, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, GPU-0b890752-748c-51e4-64b5-6ac24e7c2682, 0, 0, 0, 97887, 32.69, 27
2026/08/24 20:07:03.843, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, GPU-0b890752-748c-51e4-64b5-6ac24e7c2682, 0, 0, 0, 97887, 32.67, 27
2026/08/24 20:07:13.843, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, GPU-0b890752-748c-51e4-64b5-6ac24e7c2682, 0, 0, 0, 97887, 32.35, 27
2026/08/24 20:07:23.844, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, GPU-0b890752-748c-51e4-64b5-6ac24e7c2682, 0, 0, 0, 97887, 32.94, 27
2026/08/24 20:07:33.845, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, GPU-0b890752-748c-51e4-64b5-6ac24e7c2682, 0, 0, 0, 97887, 32.66, 27
2026/08/24 20:07:43.846, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, GPU-0b890752-748c-51e4-64b5-6ac24e7c2682, 0, 0, 0, 97887, 32.69, 27
2026/08/24 20:07:53.847, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, GPU-0b890752-748c-51e4-64b5-6ac24e7c2682, 0, 0, 0, 97887, 34.10, 27
2026/08/24 20:08:03.848, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, GPU-0b890752-748c-51e4-64b5-6ac24e7c2682, 0, 0, 0, 97887, 32.65, 27
2026/08/24 20:08:13.849, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, GPU-0b890752-748c-51e4-64b5-6ac24e7c2682, 0, 0, 0, 97887, 32.69, 27
2026/08/24 20:08:23.850, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, GPU-0b890752-748c-51e4-64b5-6ac24e7c2682, 0, 0, 0, 97887, 32.40, 27
2026/08/24 20:08:33.851, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, GPU-0b890752-748c-51e4-64b5-6ac24e7c2682, 0, 0, 0, 97887, 33.16, 27
2026/08/24 20:08:43.852, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, GPU-0b890752-748c-51e4-64b5-6ac24e7c2682, 0, 0, 0, 97887, 33.16, 27
2026/08/24 20:08:53.854, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, GPU-0b890752-748c-51e4-64b5-6ac24e7c2682, 0, 0, 3, 97887, 33.29, 27
2026/08/24 20:09:03.855, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, GPU-0b890752-748c-51e4-64b5-6ac24e7c2682, 10, 1, 7979, 97887, 93.54, 30
2026/08/24 20:09:13.856, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, GPU-0b890752-748c-51e4-64b5-6ac24e7c2682, 47, 15, 10037, 97887, 159.73, 33
2026/08/24 20:09:23.858, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, GPU-0b890752-748c-51e4-64b5-6ac24e7c2682, 60, 18, 12017, 97887, 235.84, 38
2026/08/24 20:09:33.858, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, GPU-0b890752-748c-51e4-64b5-6ac24e7c2682, 54, 16, 12017, 97887, 341.14, 41
2026/08/24 20:09:43.859, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, GPU-0b890752-748c-51e4-64b5-6ac24e7c2682, 99, 54, 12457, 97887, 387.51, 51
2026/08/24 20:09:53.861, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, GPU-0b890752-748c-51e4-64b5-6ac24e7c2682, 54, 16, 12457, 97887, 198.61, 44
2026/08/24 20:10:03.862, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, GPU-0b890752-748c-51e4-64b5-6ac24e7c2682, 53, 15, 12457, 97887, 156.58, 44
